date,symbol,name,market,margin_buy,margin_sell,margin_balance,margin_change,short_sell,short_cover,short_balance,short_change,offsetting,source
2026-05-14,00679B,元大美債20年,otc,564,11,5468,551,0,0,7,0,0,TPEx
2026-05-14,00687B,國泰20年美債,otc,9,18,10094,-12,0,0,0,0,0,TPEx
2026-05-14,00694B,富邦美債1-3,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00695B,富邦美債7-10,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00696B,富邦美債20年,otc,0,0,141,0,0,0,0,0,0,TPEx
2026-05-14,00697B,元大美債7-10,otc,0,0,5,0,0,0,0,0,0,TPEx
2026-05-14,00719B,元大美債1-3,otc,0,0,109,0,0,0,0,0,0,TPEx
2026-05-14,00720B,元大投資級公司債,otc,4,0,3206,-10,0,0,0,0,0,TPEx
2026-05-14,00722B,群益投資級電信債,otc,0,0,85,0,0,0,0,0,0,TPEx
2026-05-14,00723B,群益投資級科技債,otc,0,0,110,0,0,0,0,0,0,TPEx
2026-05-14,00724B,群益投資級金融債,otc,0,0,22,0,0,0,0,0,0,TPEx
2026-05-14,00725B,國泰投資級公司債,otc,0,25,701,-25,0,0,0,0,0,TPEx
2026-05-14,00726B,國泰新興投等債,otc,0,0,1,0,0,0,0,0,0,TPEx
2026-05-14,00727B,國泰優選非投等債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00734B,台新JPM新興債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00740B,富邦全球投等債,otc,0,3,82,-3,0,0,0,0,0,TPEx
2026-05-14,00741B,富邦全球非投等債,otc,0,0,10,0,0,0,0,0,0,TPEx
2026-05-14,00746B,富邦A級公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00749B,凱基新興債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00750B,凱基科技債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00751B,元大AAA至A公司債,otc,0,0,3433,0,0,0,0,0,0,TPEx
2026-05-14,00754B,群益AAA-AA公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00755B,群益投資級公用債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00756B,群益投等新興公債,otc,0,0,25,0,0,0,0,0,0,TPEx
2026-05-14,00758B,復華能源債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00759B,復華製藥債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00760B,復華新興企業債,otc,0,0,3,0,0,0,0,0,0,TPEx
2026-05-14,00761B,國泰A級公司債,otc,0,0,26,0,0,0,0,0,0,TPEx
2026-05-14,00764B,群益25年美債,otc,0,2,19,-2,0,0,0,0,0,TPEx
2026-05-14,00768B,復華20年美債,otc,0,0,2,0,0,0,0,0,0,TPEx
2026-05-14,00772B,中信高評級公司債,otc,0,0,2137,0,0,0,0,0,0,TPEx
2026-05-14,00773B,中信優先金融債,otc,0,0,304,0,0,0,0,0,0,TPEx
2026-05-14,00777B,凱基AAA至A公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00778B,凱基金融債20+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00779B,凱基美債25+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00780B,國泰A級金融債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00781B,國泰A級科技債,otc,0,0,20,0,0,0,0,0,0,TPEx
2026-05-14,00782B,國泰A級公用債,otc,0,0,12,0,0,0,0,0,0,TPEx
2026-05-14,00785B,富邦金融投等債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00786B,元大10年IG銀行債,otc,0,0,13,0,0,0,0,0,0,TPEx
2026-05-14,00787B,元大10年IG醫療債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00788B,元大10年IG電能債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00789B,復華公司債A3,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00791B,復華信用債1-5,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00792B,群益A級公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00793B,群益AAA-A醫療債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00795B,中信美國公債20年,otc,2,0,3363,2,0,0,0,0,0,TPEx
2026-05-14,00799B,國泰A級醫療債,otc,0,0,13,0,0,0,0,0,0,TPEx
2026-05-14,00834B,第一金金融債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00836B,永豐10年A公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00840B,凱基IG精選15+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00841B,凱基AAA-AA公司債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00842B,台新美元銀行債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00844B,新光15年IG金融債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00845B,富邦新興投等債,otc,0,0,1,0,0,0,0,0,0,TPEx
2026-05-14,00846B,富邦歐洲銀行債,otc,0,0,1,0,0,0,0,0,0,TPEx
2026-05-14,00847B,中信美國市政債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00848B,中信新興亞洲債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00849B,中信EM主權債0-5,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00853B,統一美債10年Aa-A,otc,0,0,1,0,0,0,0,0,0,TPEx
2026-05-14,00856B,永豐1-3年美公債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00857B,永豐20年美公債,otc,5,0,1196,5,0,0,0,0,0,TPEx
2026-05-14,00858,永豐美國500大,otc,0,0,32,0,0,0,0,0,0,TPEx
2026-05-14,00859B,群益0-1年美債,otc,0,0,2,0,0,0,0,0,0,TPEx
2026-05-14,00860B,群益1-5Y投資級債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00862B,中信投資級公司債,otc,0,0,9,0,0,0,0,0,0,TPEx
2026-05-14,00863B,中信全球電信債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00864B,中信美國公債0-1,otc,0,0,1,0,0,0,0,0,0,TPEx
2026-05-14,00867B,新光A-BBB電信債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00870B,元大15年EM主權債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00877,復華中國5G,otc,226,234,5256,-8,1,3,256,-2,3,TPEx
2026-05-14,00884B,中信低碳新興債,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00886,永豐美國科技,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00887,永豐中國科技50大,otc,899,741,16449,158,1,0,749,1,24,TPEx
2026-05-14,00888,永豐台灣ESG,otc,35,79,672,-44,0,0,0,0,0,TPEx
2026-05-14,00890B,凱基ESG BBB債15+,otc,0,0,4,0,0,0,0,0,0,TPEx
2026-05-14,00928,中信上櫃ESG 30,otc,2,2,105,0,0,0,0,0,0,TPEx
2026-05-14,00931B,統一美債20年,otc,0,0,3890,0,0,0,0,0,0,TPEx
2026-05-14,00933B,國泰10Y+金融債,otc,0,0,664,0,0,0,0,0,0,TPEx
2026-05-14,00937B,群益ESG投等債20+,otc,18,56,12353,-38,0,0,0,0,0,TPEx
2026-05-14,00942B,台新美A公司債20+,otc,0,0,139,0,0,0,0,0,0,TPEx
2026-05-14,00948B,中信優息投資級債,otc,0,0,588,0,0,0,0,0,0,TPEx
2026-05-14,00950B,凱基A級公司債,otc,0,0,252,0,0,0,0,0,0,TPEx
2026-05-14,00955,中信日本商社,otc,37,105,2132,-68,3,2,32,1,0,TPEx
2026-05-14,00957B,兆豐US優選投等債,otc,0,0,18,0,0,0,0,0,0,TPEx
2026-05-14,00958B,永豐ESG銀行債15+,otc,0,0,8,0,0,0,0,0,0,TPEx
2026-05-14,00959B,大華投等美債15Y+,otc,0,0,757,0,0,0,0,0,0,TPEx
2026-05-14,00966B,統一ESG投等債15+,otc,0,0,85,0,0,0,0,0,0,TPEx
2026-05-14,00967B,元大優息美債,otc,0,0,5,0,0,0,0,0,0,TPEx
2026-05-14,00968B,元大優息投等債,otc,0,0,69,0,0,0,0,0,0,TPEx
2026-05-14,00969B,元大零息超長美債,otc,0,0,107,0,0,0,0,0,0,TPEx
2026-05-14,00970B,新光BBB投等債20+,otc,0,0,260,0,0,0,0,0,0,TPEx
2026-05-14,00980B,台新特選IG債10+,otc,0,0,3,0,0,0,0,0,0,TPEx
2026-05-14,00980D,主動聯博投等入息,otc,0,0,118,0,0,0,0,0,0,TPEx
2026-05-14,00980T,平衡凱基美國TOP,otc,0,0,8,0,0,0,0,0,0,TPEx
2026-05-14,00981B,第一金優選非投債,otc,19,3,14857,16,0,0,0,0,0,TPEx
2026-05-14,00981D,主動中信非投等債,otc,1063,0,5983,951,0,0,0,0,0,TPEx
2026-05-14,00982B,FT投資級債20+,otc,0,0,111,0,0,0,0,0,0,TPEx
2026-05-14,00983B,大華優利美公債20,otc,0,0,95,0,0,0,0,0,0,TPEx
2026-05-14,00984B,大華優利美A債15,otc,0,3,433,-3,0,0,0,0,0,TPEx
2026-05-14,00985D,主動貝萊德優投等,otc,0,0,1,0,0,0,0,0,0,TPEx
2026-05-14,00986B,FT金融債10+,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00986D,主動復華金融債息,otc,0,0,0,0,0,0,0,0,0,TPEx
2026-05-14,00987B,野村10+澳洲公債,otc,0,0,8,0,0,0,0,0,0,TPEx
