date,symbol,name,market,margin_buy,margin_sell,margin_balance,margin_change,short_sell,short_cover,short_balance,short_change,offsetting,source
2026-07-16,1101,台泥,listed,326,1129,34408,-807,42,0,68,42,0,TWSE
2026-07-16,1102,亞泥,listed,470,110,1615,360,0,0,0,0,57,TWSE
2026-07-16,1103,嘉泥,listed,1,7,4119,-6,0,0,0,0,0,TWSE
2026-07-16,1104,環泥,listed,2,0,1555,2,0,0,0,0,0,TWSE
2026-07-16,1108,幸福,listed,35,56,387,-21,0,0,0,0,0,TWSE
2026-07-16,1109,信大,listed,0,26,266,-26,0,0,0,0,0,TWSE
2026-07-16,1110,東泥,listed,8,12,2754,-4,0,0,0,0,0,TWSE
2026-07-16,1201,味全,listed,59,148,1565,-89,0,0,0,0,0,TWSE
2026-07-16,1203,味王,listed,0,0,1,0,0,0,0,0,0,TWSE
2026-07-16,1210,大成,listed,14,31,602,-17,0,0,5,0,0,TWSE
2026-07-16,1213,大飲,listed,0,0,0,0,0,0,0,0,0,TWSE
2026-07-16,1215,卜蜂,listed,47,3,416,44,0,0,1,0,0,TWSE
2026-07-16,1216,統一,listed,28,48,543,-20,3,10,6,-7,1,TWSE
2026-07-16,1217,愛之味,listed,26,5,940,21,0,0,1,0,0,TWSE
2026-07-16,1218,泰山,listed,39,37,1459,2,0,7,128,-7,0,TWSE
2026-07-16,1219,福壽,listed,10,7,535,3,0,0,5,0,0,TWSE
2026-07-16,1220,台榮,listed,0,0,863,0,0,0,0,0,0,TWSE
2026-07-16,1225,福懋油,listed,0,1,6934,-1,0,0,10,0,0,TWSE
2026-07-16,1227,佳格,listed,25,32,897,-7,0,0,0,0,0,TWSE
2026-07-16,1229,聯華,listed,106,24,3001,82,0,0,10,0,0,TWSE
2026-07-16,1231,聯華食,listed,16,20,251,-4,0,0,0,0,0,TWSE
2026-07-16,1232,大統益,listed,31,4,124,27,0,0,0,0,1,TWSE
2026-07-16,1233,天仁,listed,0,0,19,0,0,0,0,0,0,TWSE
2026-07-16,1234,黑松,listed,0,0,15,0,0,0,0,0,0,TWSE
2026-07-16,1235,興泰,listed,0,0,1185,0,0,0,0,0,0,TWSE
2026-07-16,1236,宏亞,listed,0,0,246,0,0,0,0,0,0,TWSE
